date,stock_id,price,volume,market_cap,is_A_share,is_H_share,pair_id,flow_northbound,flow_southbound
2020-01-11,STOCK_00_A,48.443483260584415,480851.9669094216,8240473.965802666,1,0,0,-3.382567051486003,0.0
2020-01-11,STOCK_00_H,39.75316081215552,209335.21941285257,8677935.687382191,0,1,0,0.0,-3.2382004872824792
2020-01-12,STOCK_00_A,48.51296833216085,149304.63440468497,7618997.660246367,1,0,0,-1.2728198621143352,0.0
2020-01-12,STOCK_00_H,39.479890731212116,50369.90528192573,4891682.305415172,0,1,0,0.0,-3.219982469828977
2020-01-13,STOCK_00_A,48.788298544728924,264604.19851756946,9309627.606131744,1,0,0,5.581394559487753,0.0
2020-01-13,STOCK_00_H,39.974451067247074,205696.64830099177,9266249.79258737,0,1,0,0.0,-1.187907664260015
2020-01-14,STOCK_00_A,49.30795758305064,781665.7033645787,8862174.651263412,1,0,0,-2.695307691323054,0.0
2020-01-14,STOCK_00_H,40.36880130120464,240008.5250548077,10172836.684867382,0,1,0,0.0,1.3192362085423204
2020-01-15,STOCK_00_A,49.564832976774056,243500.01051311987,13029340.611535093,1,0,0,10.233940699799437,0.0
2020-01-15,STOCK_00_H,41.107504475252526,225481.88598394234,8865113.740258155,0,1,0,0.0,-4.716535752323897
2020-01-16,STOCK_00_A,49.94800573415893,245976.55464699917,9155121.729139468,1,0,0,1.736657206683347,0.0
2020-01-16,STOCK_00_H,41.42546010409791,282726.0370912367,5346907.186018172,0,1,0,0.0,-3.3062047737259292
2020-01-17,STOCK_00_A,49.50961399441093,243778.16564656785,8068777.133790311,1,0,0,5.526447025852532,0.0
2020-01-17,STOCK_00_H,40.39179671105574,81013.61863485655,7060422.888677864,0,1,0,0.0,11.222774717839405
2020-01-18,STOCK_00_A,49.462509826783965,27380.586693170942,15673958.082718052,1,0,0,1.202520515446499,0.0
2020-01-18,STOCK_00_H,40.92162221688638,112815.96081593775,7493020.174979945,0,1,0,0.0,-3.6410490453623305
2020-01-19,STOCK_00_A,48.928499430916865,236418.88304379766,9994817.707008587,1,0,0,9.36325887903687,0.0
2020-01-19,STOCK_00_H,40.27603162975709,281251.12084758386,6533816.377938353,0,1,0,0.0,-4.321787523206688
2020-01-20,STOCK_00_A,48.76390731906474,117605.15295726157,12336212.65219565,1,0,0,-8.798293161761816,0.0
2020-01-20,STOCK_00_H,39.900683145316606,39209.5996113913,7701134.1954807285,0,1,0,0.0,2.0284886700971327
2020-01-21,STOCK_00_A,48.18590544238602,197052.56007507676,9222017.57527414,1,0,0,10.806544486045318,0.0
2020-01-21,STOCK_00_H,40.06532254765947,402787.9546990579,7680336.965626928,0,1,0,0.0,-4.90683861643424
2020-01-22,STOCK_00_A,48.49194873105634,147807.27459685647,9960171.863791574,1,0,0,1.8498062594603717,0.0
2020-01-22,STOCK_00_H,39.9942035978577,145176.5702638404,12547687.9725213,0,1,0,0.0,-0.5750400751405393
2020-01-23,STOCK_00_A,48.4491087972942,194320.82651823093,11677343.324032031,1,0,0,-2.8143725338359453,0.0
2020-01-23,STOCK_00_H,39.90480222444204,310731.3929671891,10295671.49484172,0,1,0,0.0,-4.518981263257981
2020-01-24,STOCK_00_A,48.35905577396159,449930.7398462645,8001868.988284478,1,0,0,0.4923506853207087,0.0
2020-01-24,STOCK_00_H,39.64214087003599,187603.6687152322,9459380.013251904,0,1,0,0.0,9.783250846115767
2020-01-25,STOCK_00_A,46.694989517486015,54498.75216968121,8031192.035263302,1,0,0,9.832992920930385,0.0
2020-01-25,STOCK_00_H,38.9967248186613,289145.1840265989,6870904.81154372,0,1,0,0.0,-14.154251125521922
2020-01-26,STOCK_00_A,47.35063402685289,181434.79550348184,11275229.095385227,1,0,0,-2.543645585104118,0.0
2020-01-26,STOCK_00_H,39.04984948375471,71014.12877242836,9278606.056110777,0,1,0,0.0,-5.997530246379238
2020-01-27,STOCK_00_A,46.826498694065634,556665.7330896445,7028775.095650382,1,0,0,8.021785246374435,0.0
2020-01-27,STOCK_00_H,38.307538909194946,32276.932698447254,17222915.949281596,0,1,0,0.0,-1.6541558889826367
2020-01-28,STOCK_00_A,46.41373142580435,176595.88746769304,12499114.09361306,1,0,0,7.803749695340773,0.0
2020-01-28,STOCK_00_H,38.341764725982436,89181.79224545698,7779239.997156397,0,1,0,0.0,-3.4016169875773365
2020-01-29,STOCK_00_A,45.6779933795709,298414.539668574,10325505.57171939,1,0,0,4.053526229728892,0.0
2020-01-29,STOCK_00_H,38.33814014873601,287029.4462118021,7670023.929932307,0,1,0,0.0,1.5396125322069367
2020-01-30,STOCK_00_A,46.723839896616404,1569391.8584736092,7841609.145405531,1,0,0,2.9303844930706746,0.0
2020-01-30,STOCK_00_H,37.733033842397894,277993.8496748596,10287514.615921726,0,1,0,0.0,-11.162809350197385
2020-01-31,STOCK_00_A,47.72692486070407,213544.31816118213,12826072.938629821,1,0,0,-4.735365852268366,0.0
2020-01-31,STOCK_00_H,39.15030695897428,308734.11395286897,15541894.878536815,0,1,0,0.0,-2.5694191400097424
2020-02-01,STOCK_00_A,48.40771216509839,143746.72546987704,12385227.691290928,1,0,0,-9.96838595287463,0.0
2020-02-01,STOCK_00_H,39.693348508041346,60330.31742305467,11358906.485541722,0,1,0,0.0,-3.52870362240997
2020-02-02,STOCK_00_A,47.38378138311601,956204.2431612564,8745185.748722222,1,0,0,6.382014465219747,0.0
2020-02-02,STOCK_00_H,39.670329344658256,666417.3084656282,7185414.398232589,0,1,0,0.0,9.548209997382381
2020-02-03,STOCK_00_A,47.386083650914046,36692.665768518156,6245677.837612023,1,0,0,0.561118472182589,0.0
2020-02-03,STOCK_00_H,38.449619284721756,54122.60619535557,7883480.965224754,0,1,0,0.0,-3.732458826269027
2020-02-04,STOCK_00_A,48.523160933685055,100414.27128323317,8469185.973797016,1,0,0,3.564330021484598,0.0
2020-02-04,STOCK_00_H,39.52886733855116,97859.99338433525,8023183.3879378345,0,1,0,0.0,2.3487889476867876
2020-02-05,STOCK_00_A,48.34592171687318,74085.06591470593,6848854.574122299,1,0,0,6.394357705163433,0.0
2020-02-05,STOCK_00_H,39.993057083547576,1369605.3789103664,12483596.13822754,0,1,0,0.0,2.692548332352326
2020-02-06,STOCK_00_A,47.43747842222173,189341.6663197048,11759800.058992328,1,0,0,-2.9441767350405055,0.0
2020-02-06,STOCK_00_H,39.35724119666412,192536.7967009962,13794955.852332007,0,1,0,0.0,-0.5979959123294282
2020-02-07,STOCK_00_A,46.80875718305915,60307.06793079928,11453224.189900318,1,0,0,-1.0638713404446598,0.0
2020-02-07,STOCK_00_H,38.506292166848354,243110.73947943252,7825616.008575292,0,1,0,0.0,-2.4180284473620666
2020-02-08,STOCK_00_A,46.99793136987774,240971.5498830774,11035566.818185005,1,0,0,-3.841782821588465,0.0
2020-02-08,STOCK_00_H,38.931497779110416,106012.06041165156,6564703.773431126,0,1,0,0.0,10.591851103460439
2020-02-09,STOCK_00_A,47.59634467261465,167886.5883315571,11244018.67009186,1,0,0,2.96145927330506,0.0
2020-02-09,STOCK_00_H,39.54825183961035,383481.8295133294,10099852.431826606,0,1,0,0.0,7.002906272743298
2020-02-10,STOCK_00_A,46.6608520816951,189157.60327308284,5753799.642202119,1,0,0,0.7520140863843591,0.0
2020-02-10,STOCK_00_H,39.76584182611962,204091.87537603307,6877303.04090466,0,1,0,0.0,4.498674036835332
2020-02-11,STOCK_00_A,47.229606461354024,176028.62872077627,8936713.659147516,1,0,0,-0.8809848566792398,0.0
2020-02-11,STOCK_00_H,38.33495828387043,120920.59749427333,14457489.112660274,0,1,0,0.0,-2.334606607380251
2020-02-12,STOCK_00_A,47.20659997593533,75058.73095593337,10333204.964015841,1,0,0,-5.056760420970077,0.0
2020-02-12,STOCK_00_H,38.73973291443532,177161.97524670747,9114672.952657707,0,1,0,0.0,-3.160292518208907
2020-02-13,STOCK_00_A,47.56946272150009,172204.8526001785,7547192.016302803,1,0,0,9.93675404853818,0.0
2020-02-13,STOCK_00_H,38.22866421259917,55827.16597438134,6994125.045235881,0,1,0,0.0,-7.405948610379701
2020-02-14,STOCK_00_A,46.86379764170143,124706.84789482238,9527043.341021828,1,0,0,3.328360404848794,0.0
2020-02-14,STOCK_00_H,38.41618445612248,75555.8177157884,9075092.152339974,0,1,0,0.0,0.32915831555409314
2020-02-15,STOCK_00_A,47.22105363644326,242755.3811016719,8164033.669488925,1,0,0,0.2344081867496306,0.0
2020-02-15,STOCK_00_H,38.993766682397904,66335.84131621789,11154263.623048913,0,1,0,0.0,-2.721212362658344
2020-02-16,STOCK_00_A,47.628826516977796,602813.1443611206,7078476.195627007,1,0,0,1.3032856652520732,0.0
2020-02-16,STOCK_00_H,39.37178815344059,152522.85092624382,9560013.688818712,0,1,0,0.0,1.9531311869654107
2020-02-17,STOCK_00_A,47.34403143017534,1020266.0551313309,12010009.530738253,1,0,0,1.6449358165277799,0.0
2020-02-17,STOCK_00_H,39.29868814108702,56612.29798740361,12932946.104612738,0,1,0,0.0,-2.1829069156543666
2020-02-18,STOCK_00_A,48.00049261363881,140648.65527255175,8155011.689337697,1,0,0,-1.9016078103285907,0.0
2020-02-18,STOCK_00_H,39.813566347265784,276644.52306742565,9351218.743828084,0,1,0,0.0,11.882136872775241
2020-02-19,STOCK_00_A,48.609846525380576,606347.2887963749,8688325.98607041,1,0,0,-3.4701564430544733,0.0
2020-02-19,STOCK_00_H,40.03683275546368,140589.993746762,12076864.28313758,0,1,0,0.0,-4.258918386965732
2020-02-20,STOCK_00_A,48.65511829962875,156382.28264232294,7345023.384334425,1,0,0,-3.797554563137324,0.0
2020-02-20,STOCK_00_H,40.60951059322344,538166.9833864472,11362819.693405664,0,1,0,0.0,-4.864417818098841
2020-02-21,STOCK_00_A,49.43031024825048,102317.24961407503,14673212.786001444,1,0,0,4.1576125544432365,0.0
2020-02-21,STOCK_00_H,40.694852868823226,94061.11758001665,7553293.544470345,0,1,0,0.0,-2.058313204285338
2020-02-22,STOCK_00_A,50.61837577528044,114252.8441080675,10222683.879695415,1,0,0,7.423295218546068,0.0
2020-02-22,STOCK_00_H,40.60212416407467,285193.91441691894,7685050.773553349,0,1,0,0.0,-5.681432550293781
2020-02-23,STOCK_00_A,50.363674256531354,228983.60102455263,11472309.596287813,1,0,0,-0.957213568733446,0.0
2020-02-23,STOCK_00_H,40.94236332147819,197563.87219493426,6633120.405731791,0,1,0,0.0,-3.4465657529910367
2020-02-24,STOCK_00_A,49.853072172636494,176724.8551719528,6126778.861280669,1,0,0,-1.9709100755383502,0.0
2020-02-24,STOCK_00_H,41.845254235878286,122125.32340029224,8700114.380656764,0,1,0,0.0,-8.309347564960376
2020-02-25,STOCK_00_A,50.12440212520339,305721.007800222,14475425.875251716,1,0,0,1.7781192734507645,0.0
2020-02-25,STOCK_00_H,42.47259116430752,433692.1487107574,7311814.369016705,0,1,0,0.0,1.7464570461277384
2020-02-26,STOCK_00_A,49.876276284512805,196923.80036422666,6241240.633167753,1,0,0,4.754385591945887,0.0
2020-02-26,STOCK_00_H,41.11211871161548,139518.90639532107,13727442.825520016,0,1,0,0.0,-2.669762168742289
2020-02-27,STOCK_00_A,49.39126391669293,208480.2049833409,9279496.72295476,1,0,0,-0.33209852872268675,0.0
2020-02-27,STOCK_00_H,40.9432345922556,50261.382894114366,9012879.02267626,0,1,0,0.0,1.4420138370228694
2020-02-28,STOCK_00_A,48.96014735449133,226908.7532727597,8082529.999187024,1,0,0,-5.123166486633775,0.0
2020-02-28,STOCK_00_H,40.46588373769662,110973.5873248975,8730934.352477906,0,1,0,0.0,-7.035450114903319
2020-02-29,STOCK_00_A,49.17580077471768,337473.66049352556,6872371.919035077,1,0,0,2.818781298594335,0.0
2020-02-29,STOCK_00_H,41.14205852098983,177053.298449037,10019338.413742818,0,1,0,0.0,-0.040086814485540856
2020-03-01,STOCK_00_A,49.00331628164091,220490.53215120017,5848294.227232367,1,0,0,-0.5516926517635978,0.0
2020-03-01,STOCK_00_H,40.07269079927587,283716.1792344591,15364213.049535241,0,1,0,0.0,6.839410628376163
2020-03-02,STOCK_00_A,48.85830975872849,76630.6682942613,8521623.226212509,1,0,0,6.254343134204495,0.0
2020-03-02,STOCK_00_H,40.28149918515853,69310.29725780163,7638786.185583737,0,1,0,0.0,-10.266683749619668
2020-03-03,STOCK_00_A,48.79224156078994,104442.76398878318,6801604.188770056,1,0,0,1.7785180290490412,0.0
2020-03-03,STOCK_00_H,40.560329618827595,585350.0169539108,11278832.77901167,0,1,0,0.0,-0.7843190193790923
2020-03-04,STOCK_00_A,48.19137348533314,127920.59895594438,8783820.887988806,1,0,0,-5.168704937236932,0.0
2020-03-04,STOCK_00_H,40.50215950012955,197940.08787097724,9060174.450274901,0,1,0,0.0,4.5557966965579935
2020-03-05,STOCK_00_A,48.9558820342668,119217.66644300462,11499061.019208927,1,0,0,-1.6948535657901433,0.0
2020-03-05,STOCK_00_H,41.86966174328015,307529.7528857125,7030793.649930214,0,1,0,0.0,0.33000855191402634
2020-03-06,STOCK_00_A,48.17987749874604,94447.5903555228,10894183.050449464,1,0,0,4.294369315386692,0.0
2020-03-06,STOCK_00_H,40.14019405166888,433954.61725820805,12081288.47471616,0,1,0,0.0,-8.205320531691994
2020-03-07,STOCK_00_A,48.57473263154197,36567.99495984371,7313270.175926041,1,0,0,-0.27285957013299056,0.0
2020-03-07,STOCK_00_H,40.26300764078109,91058.06591119156,5336076.446440585,0,1,0,0.0,6.252981174608976
2020-03-08,STOCK_00_A,49.922594776138745,231759.27470334776,6332279.5470789885,1,0,0,0.302697236661964,0.0
2020-03-08,STOCK_00_H,40.59869316763294,311644.88124873023,11628368.699135661,0,1,0,0.0,-7.2463314382945825
2020-03-09,STOCK_00_A,49.08301283402542,114052.87927824301,7912161.910913707,1,0,0,-3.056120510443896,0.0
2020-03-09,STOCK_00_H,39.5866557060775,120653.37772545005,13184542.600460196,0,1,0,0.0,-5.190961036974784
2020-03-10,STOCK_00_A,49.41608217955945,1353375.7762208139,13867016.810507512,1,0,0,6.983121733356132,0.0
2020-03-10,STOCK_00_H,40.47267448031912,595565.535763976,4769040.202460432,0,1,0,0.0,-1.288577983251364
2020-03-11,STOCK_00_A,49.70524473050698,220812.86129448412,17595556.77103368,1,0,0,6.067449927937915,0.0
2020-03-11,STOCK_00_H,41.12318230246814,143251.56282782974,6934105.142535136,0,1,0,0.0,-1.085120098441985
2020-03-12,STOCK_00_A,48.952152557925615,974249.4184843479,7599431.298510437,1,0,0,9.190472751400145,0.0
2020-03-12,STOCK_00_H,40.094031015038794,725581.4867504297,12751772.789442865,0,1,0,0.0,0.45184674240696054
2020-03-13,STOCK_00_A,48.68792651326854,147949.90883078554,6248486.618784851,1,0,0,1.1256183535961841,0.0
2020-03-13,STOCK_00_H,39.06081168484707,67478.85587658513,6463425.494729819,0,1,0,0.0,-5.883744281017405
2020-03-14,STOCK_00_A,48.585391453023945,87459.24884428403,14405856.514651554,1,0,0,-6.396459147720194,0.0
2020-03-14,STOCK_00_H,39.805288082412844,164039.85266768932,9732121.154658666,0,1,0,0.0,-2.1124718909538203
2020-03-15,STOCK_00_A,49.775805562574966,128058.99402464343,8409628.823460031,1,0,0,2.5902417188887616,0.0
2020-03-15,STOCK_00_H,39.46276350889207,413345.25524462806,8739078.010263406,0,1,0,0.0,-6.996823602203385
2020-03-16,STOCK_00_A,48.872610371478075,119948.30646991938,9279970.159358844,1,0,0,4.436831122880182,0.0
2020-03-16,STOCK_00_H,39.25369014269894,74958.36612977031,9750387.703752339,0,1,0,0.0,-5.59040870083502
2020-03-17,STOCK_00_A,47.61657624817768,399581.4199649348,5395418.367275245,1,0,0,5.993075331712688,0.0
2020-03-17,STOCK_00_H,39.50211721940059,150553.67187821926,16978862.79915964,0,1,0,0.0,-3.6936857067546223
2020-03-18,STOCK_00_A,47.333513819441876,587806.9306639392,12114466.79684418,1,0,0,-2.0288734221069853,0.0
2020-03-18,STOCK_00_H,39.356359607037014,461571.8148010957,8603001.246782571,0,1,0,0.0,2.3474274246610527
2020-03-19,STOCK_00_A,49.406262151020066,183065.49907370095,9446595.437214185,1,0,0,-2.732761032065928,0.0
2020-03-19,STOCK_00_H,40.00769729269875,84311.44806522522,14986369.133673804,0,1,0,0.0,-6.180730943575785
2020-03-20,STOCK_00_A,48.33989729998273,205848.512428644,10743527.258241361,1,0,0,1.7334958456485743,0.0
2020-03-20,STOCK_00_H,39.89005441943739,137910.90416902816,9157753.579002993,0,1,0,0.0,-3.4048022269964657
2020-03-21,STOCK_00_A,48.29017670123086,50952.87436236991,8165365.974220629,1,0,0,2.5750463729391195,0.0
2020-03-21,STOCK_00_H,38.73356931148719,153764.13304799207,8593761.431828491,0,1,0,0.0,-10.000472617621195
2020-03-22,STOCK_00_A,48.970449368672256,76045.71443617177,6303717.441066042,1,0,0,-0.6473626327428366,0.0
2020-03-22,STOCK_00_H,38.54049046678014,51184.74681224765,8230655.8542741565,0,1,0,0.0,-2.461956887739185
2020-03-23,STOCK_00_A,48.82416156746363,97206.41163107906,9281950.538068254,1,0,0,-7.146220243088163,0.0
2020-03-23,STOCK_00_H,39.512511672480514,64104.36136417158,8859150.715560291,0,1,0,0.0,-0.8275142439070544
2020-03-24,STOCK_00_A,49.60656229627845,84634.53177012295,9186522.793373518,1,0,0,5.300966950549073,0.0
2020-03-24,STOCK_00_H,39.912485246435466,222835.86942643614,7926632.485922925,0,1,0,0.0,-1.7049499000975763
2020-03-25,STOCK_00_A,49.130721680437524,398781.67451963405,11415381.466751812,1,0,0,6.588429579583895,0.0
2020-03-25,STOCK_00_H,39.74777508444426,171532.39612850663,9212930.516459763,0,1,0,0.0,-9.652499360050502
2020-03-26,STOCK_00_A,49.885131454248274,160420.7063269073,13071258.08693512,1,0,0,2.3281843793690173,0.0
2020-03-26,STOCK_00_H,39.082156194984265,222488.86423182208,6380093.358538795,0,1,0,0.0,-4.266362421188811
2020-03-27,STOCK_00_A,49.64971565726585,712212.650752849,9084677.695150923,1,0,0,6.168236952726794,0.0
2020-03-27,STOCK_00_H,38.37822494456003,1279261.805534773,5160973.333972814,0,1,0,0.0,-0.15882699498853503
2020-03-28,STOCK_00_A,49.18113139665401,440154.0393321254,11966905.21996265,1,0,0,6.3715016453297935,0.0
2020-03-28,STOCK_00_H,39.17768926893773,181601.69788109095,5462744.162132529,0,1,0,0.0,-7.755390527605529
2020-03-29,STOCK_00_A,49.51111332576006,72376.7468763323,15179319.362728994,1,0,0,5.292152031509895,0.0
2020-03-29,STOCK_00_H,39.64467798439521,174299.98959901152,11261193.620335866,0,1,0,0.0,-6.768313140938396
2020-03-30,STOCK_00_A,49.13271038984086,399108.91110666964,8373615.896952795,1,0,0,2.1119772416313736,0.0
2020-03-30,STOCK_00_H,38.29315277562944,214013.36211623607,12570368.350437893,0,1,0,0.0,-14.640039044688724
2020-03-31,STOCK_00_A,48.91508612374689,201322.73346964363,7926540.769110029,1,0,0,3.7499230345488437,0.0
2020-03-31,STOCK_00_H,38.351058627328015,141629.71303429213,8729397.772446211,0,1,0,0.0,-5.871300286987289
2020-04-01,STOCK_00_A,48.16128301024533,335576.82767902815,8675083.228470314,1,0,0,7.372870336976417,0.0
2020-04-01,STOCK_00_H,38.4552779835524,1642948.4022293387,10597897.432182992,0,1,0,0.0,8.098197497090823
2020-04-02,STOCK_00_A,47.76573515479658,472716.70676919474,10371887.11475264,1,0,0,-0.5400700046067151,0.0
2020-04-02,STOCK_00_H,37.286598658832084,210181.34789070414,4930188.404954735,0,1,0,0.0,-4.435837209833309
2020-04-03,STOCK_00_A,48.06474245361196,199911.66077740802,10801220.566244138,1,0,0,-3.1669156078626632,0.0
2020-04-03,STOCK_00_H,37.33584203323425,423165.91294304346,12558362.205061948,0,1,0,0.0,3.3570963494807837
2020-04-04,STOCK_00_A,46.49943336339128,162924.64495041696,6504008.907274023,1,0,0,11.228029598861973,0.0
2020-04-04,STOCK_00_H,37.40272302095038,186571.88407985095,6760478.633910751,0,1,0,0.0,3.3904368678473777
2020-04-05,STOCK_00_A,47.09220386401772,726197.1383338113,8165484.257395129,1,0,0,-1.6566427303775746,0.0
2020-04-05,STOCK_00_H,37.48314018546285,98354.02680332275,7231698.072201498,0,1,0,0.0,-8.873681933704482
2020-04-06,STOCK_00_A,46.94485986947456,158923.52670002723,6260003.441392356,1,0,0,-0.48468874679739793,0.0
2020-04-06,STOCK_00_H,37.17147551998297,67938.27528227675,12501959.886164874,0,1,0,0.0,-3.3348957711660763
2020-04-07,STOCK_00_A,46.8662560449304,252060.73300313368,10372483.36007709,1,0,0,9.523012254090643,0.0
2020-04-07,STOCK_00_H,37.42802262940641,378700.2562953765,5113548.642156955,0,1,0,0.0,-1.7655696860800136
2020-04-08,STOCK_00_A,46.48167337349328,237744.666604171,6625148.749366762,1,0,0,13.111615049958308,0.0
2020-04-08,STOCK_00_H,36.939817699273966,141380.59195299895,8871333.581878517,0,1,0,0.0,1.0143893875637748
2020-04-09,STOCK_00_A,46.82910734848397,200532.34759700677,7631677.913627459,1,0,0,2.4496677231020945,0.0
2020-04-09,STOCK_00_H,37.01481133712424,126136.12129436577,8067741.521437554,0,1,0,0.0,-1.01311301122045
2020-01-01,STOCK_01_A,79.8459429254634,840768.8211831144,4442370.254523363,1,0,1,5.260337787746241,0.0
2020-01-01,STOCK_01_H,64.0872521191644,70695.09569334947,15026526.007225316,0,1,1,0.0,4.391102910680113
2020-01-02,STOCK_01_A,80.25840549947172,112203.52154148706,7902190.881499453,1,0,1,15.905619094040215,0.0
2020-01-02,STOCK_01_H,63.41974545744571,103133.49986788473,5946508.412580355,0,1,1,0.0,-7.9796696333738435
2020-01-03,STOCK_01_A,79.62070785892053,113564.68389660533,10438900.7719036,1,0,1,-3.716874227321708,0.0
2020-01-03,STOCK_01_H,63.50150089848391,340479.9200063554,9496228.442065299,0,1,1,0.0,2.9822254705527476
2020-01-04,STOCK_01_A,77.85652418229864,130820.75156338498,11085653.475850567,1,0,1,8.010263682768283,0.0
2020-01-04,STOCK_01_H,63.263023225677614,229259.5962452981,4731404.203063704,0,1,1,0.0,-1.8114954877041587
2020-01-05,STOCK_01_A,78.22991961093511,91315.1291867334,6584790.065401262,1,0,1,8.09611850248726,0.0
2020-01-05,STOCK_01_H,63.25838015584117,16787.266323914762,5347345.626159078,0,1,1,0.0,-4.980113751282217
2020-01-06,STOCK_01_A,78.9181010392064,133266.84485776408,8887744.86301889,1,0,1,-0.8260589747200786,0.0
2020-01-06,STOCK_01_H,63.096562548489786,95706.65888171823,12209053.240268623,0,1,1,0.0,1.4195024754157672
2020-01-07,STOCK_01_A,78.26446739159478,114411.94048534268,7475679.431948855,1,0,1,0.004892302135350413,0.0
2020-01-07,STOCK_01_H,62.788352119150034,40641.37502419941,7310223.236432408,0,1,1,0.0,-2.309902171661938
2020-01-08,STOCK_01_A,76.98832440789637,41943.90434331905,10516953.023440078,1,0,1,3.631708317852862,0.0
2020-01-08,STOCK_01_H,62.21717681841862,289977.704713314,8805857.114736456,0,1,1,0.0,0.10642432939669799
2020-01-09,STOCK_01_A,77.86496444183521,244505.19273816436,15641580.092078885,1,0,1,4.004364336822696,0.0
2020-01-09,STOCK_01_H,62.31684960055363,228620.014950218,8683345.66333961,0,1,1,0.0,-5.87903960595321
2020-01-10,STOCK_01_A,76.20888940763665,172217.73962993152,7999514.14551306,1,0,1,10.802583014495896,0.0
2020-01-10,STOCK_01_H,62.26580780172534,162203.56022195437,8816213.877071925,0,1,1,0.0,-1.788325531315637
2020-01-11,STOCK_01_A,75.8239469629256,25739.987720893725,10965745.609159077,1,0,1,-4.3063832300389135,0.0
2020-01-11,STOCK_01_H,62.32969156067684,350468.5650545296,7013282.6370469425,0,1,1,0.0,-4.3075619085927705
2020-01-12,STOCK_01_A,76.08753386353519,66473.78473839044,9101961.455741525,1,0,1,8.460809633760359,0.0
2020-01-12,STOCK_01_H,61.57727969660715,74663.0584564292,6102788.315771433,0,1,1,0.0,1.7002334374777321
2020-01-13,STOCK_01_A,76.05700297469508,63136.878652933854,12995785.856509265,1,0,1,0.9830004877596097,0.0
2020-01-13,STOCK_01_H,61.79309686525029,354591.0572878779,8768536.423891196,0,1,1,0.0,-10.827703892573215
2020-01-14,STOCK_01_A,76.94086906283691,261895.3018341481,8579632.789934278,1,0,1,6.796700771932649,0.0
2020-01-14,STOCK_01_H,61.12962386553621,127798.1975293055,9419753.624561664,0,1,1,0.0,-7.463552925948334
2020-01-15,STOCK_01_A,75.87542023453125,66527.8846719732,10714837.536843773,1,0,1,7.787479836267412,0.0
2020-01-15,STOCK_01_H,61.952819305609324,32524.83673345864,9521519.292477055,0,1,1,0.0,1.1107046717126763
2020-01-16,STOCK_01_A,75.28619628826198,422465.71400145104,6482576.228496543,1,0,1,10.333876043947507,0.0
2020-01-16,STOCK_01_H,61.63098604092735,120820.3937050584,9662805.157468691,0,1,1,0.0,-10.784956353309354
2020-01-17,STOCK_01_A,76.53812865659049,874246.6575478298,3333503.3632503883,1,0,1,-9.17894536664414,0.0
2020-01-17,STOCK_01_H,62.852726275453506,455582.5097522023,12779816.50852493,0,1,1,0.0,-10.72019248790912
2020-01-18,STOCK_01_A,76.10547974245766,405377.1007703968,5494894.020987043,1,0,1,10.908888947453255,0.0
